iter	Logloss
581	0.3619609094
582	0.3618555494
583	0.3617665965
584	0.3616991017
585	0.3616221655
586	0.3615446911
587	0.3614317436
588	0.3613643764
589	0.3612453025
590	0.3611570179
591	0.361061396
592	0.3609545807
593	0.3608774797
594	0.3607765214
595	0.3606396915
596	0.3605553321
597	0.3604584996
598	0.3603620078
599	0.3603129246
600	0.3601715871
601	0.3600672077
602	0.3599632815
603	0.3599182414
604	0.3597874421
605	0.3597730478
606	0.3596515214
607	0.3596115458
608	0.3595105939
609	0.3594254894
610	0.3593553587
611	0.35612	0.3557472033
613	0.3556549834
614	0.3555866438
615	0.3554991543
616	0.355616	0.35617	0.3553153228
618	0.3552530361
619	0.35518709
620	0.3551657682
621	0.3550413661
622	0.3549366526
623	0.3548329326
624	0.3547734519
625	0.3546627133
626	0.3545703555
627	0.3544735672
628	0.3544129309
629	0.3543420877
630	0.35425630	0.3574961026
631	0.632	0.35409632	0.633	0.3539961769
634	0.3538569118
635	0.35383635	0.35690149
636	0.3568142235
637	0.3567311449
638	0.3566000634
639	0.356526656
640	0.3564608189
641	0.3563889931
642	0.3563542199
643	0.3562855157
644	0.3561768906
645	0.3560897904
646	0.3560226086
647	0.3559398094
648	0.355832783
649	0.3557408565
650	0.3556728389
651	0.3556081802
652	0.3555486878
653	0.3554599001
654	0.3553812216
655	0.3552890141
656	0.3552190646
657	0.355146192
658	0.355037672
659	0.3549455183
660	0.3547987358
661	0.3546901167
662	0.3546234244
663	0.3545416812
664	0.3545059488
665	0.3543857575
666	0.3543031704
667	0.3542041076
668	0.3541018844
669	0.3540472143
670	0.353917897
671	0.3538342434
672	0.3537053562
673	0.3536256293
674	0.353517106
675	0.35342436
676	0.3532663215
677	0.3531185921
678	0.3530502063
679	0.3529976251
680	0.3529457002
681	0.3528794073
682	0.3527990347
683	0.3527243984
684	0.3526449982
685	0.3525421605
686	0.3523992343
687	0.3523318002
688	0.3521752494
689	0.3521253495
690	0.3520883679
691	0.3520119094
692	0.3518714764
693	0.3517975515
694	0.3517148094
695	0.351631731
696	0.3515517987
697	0.3514760876
698	0.351431526
699	0.3513476875
700	0.3512625835
701	0.3511673348
702	0.3510289942
703	0.35096632
704	0.3507838471
705	0.3506903322
706	0.3506084435
707	0.3505653875
708	0.3505226036
709	0.3504875298
710	0.3504378175
711	0.3503487121
712	0.3502302562
713	0.3501883851
714	0.3501172751
715	0.3500746235
716	0.3499933382
717	0.3499523089
718	0.3498306683
719	0.3497415283
720	0.3496197479
721	0.3494853571
722	0.3493571174
723	0.3493168226
724	0.3492477779
725	0.3491229658
726	0.3490433487
727	0.3489356621
728	0.3488353425
729	0.3487548376
730	0.3487013052
731	0.3486261273
732	0.3485608959
733	0.3484859297
734	0.3484611978
735	0.3483838391
736	0.3483133856
737	0.3482619291
738	0.3481383232
739	0.3480074492
740	0.3479308673
741	0.3478597744
742	0.3477394215
743	0.3476440031
744	0.3475561171
745	0.3474296952
746	0.3473581893
747	0.3472222115
748	0.347088084
749	0.3470427713
750	0.3469591842
751	0.3468662941
752	0.346827742
753	0.3467671023
754	0.3466701277
755	0.3465553796
756	0.346437548
757	0.3463536678
758	0.3462742779
759	0.346164048
760	0.3460654357
761	0.3459563997
762	0.3459098252
763	0.3458070297
764	0.3457188172
765	0.3456355138
766	0.3455663006
767	0.3454595296
768	0.3453693027
769	0.3452985862
770	0.345256649
771	0.3451632684
772	0.3450607918
773	0.3449852647
774	0.3448607802
775	0.3447731885
776	0.3447387643
777	0.3446544823
778	0.3445731416
779	0.3444944575
780	0.3443755818
781	0.3443089534
782	0.3442511962
783	0.3441890732
784	0.3440853959
785	0.3440206667
786	0.3439471216
787	0.3438737615
788	0.3438067663
789	0790	0.3409707742
791	0.340855791	0.3434968924
792	0.3434249389
79794	0.3406503518
795	0.340547043
796	0.3404453037
797	0.3403563285
798	0.3402616326
799	0.3401874071
800	0.3401116294
801	0.339981857
802	0.339866503
802	0.3428495406
804	0.3397366212
805	0.339625117
806	0.339521894
807	0.3394771046
808	0.3393838893
809	0.3392986834
810	0.3392217876
811	0.3391606836
812	0.3390456563
8812	0.3418553672
813	0.3417602929
814	0.3417372074
815	0.3416657595
816	0.3416018963
817	0.341507442
818	0.3414539503
819	0.3413745595
820	0.3413095511
821	0.3412691325
822	0.3411569089
823	0.3411345149
824	0.3410576709
825	0.3410070455
826	0.3409416786
827	0.3408719339
828	0.3408398741
829	0.3407882036
830	0.3407128879
831	0.3406633124
832	0.3405797071
833	0.34047813238834	0.3403908503836	0.3370052416
837	0.3369103239
838	0.3367966464
839	0.3367411824
840	0.33667455
841	0.3366198013
842	0.3365842562
843	0.3365474452
844	0.3364353617
845	0.3363892518
846	0.3362541198
847	0.3361758747
848	0.3361013998
849	0.3360325942
850	0.3359896206
851	0.3358984992
852	0.3358184417
853	0.3356996744
854	0.3356190955
855	0.3355107554
856	0.3354184819
857	0.335337817
858	0.3352289817
859	0.3350980509
860	0.3350028889
861	0.3349595302
862	0.3348728128
863	0.3347803726
864	0.3346989649
865	0.3346170652
866	0.3345712304
867	0.3345363164
868	0.3344896013
869	0.3344326804
870	0.3343520141
871	0.3342690383
872	0.334222462
873	0.3341732157
874	0.3340483378
875	0.3339268466
876	0.3338021626
877	0.3337109333
878	0.3335970876
879	0.3335015113
880	0.3334536406
881	0.3334229935
882	0.3333481612
883	0.3333035921
884	0.3332328037
885	0.3331643803
886	0.3330858834
887	0.3330376826
888	0.3329939937
889	0.332907498
890	0.3328739077
891	0.33276928
892	0.3327096878
893	0.3326509565
894	0.3325749667
895	0.3324850303
896	0.3324416165
897	0.3323488725
898	0.3322616888
899	0.3321837217
900	0.3320979124
901	0.3320065467
902	0.3319273953
903	0.3318417782
904	0.3317788324
905	0.3316531034
906	0.3315338116
907	0.3314598321
908	0.331372922
909	0.3313214747
910	0.3312138517
911	0.3311405875
912	0.3310217637
913	0.3309405243
914	0.3308796941
915	0.3307960869
916	0.3307030417
917	0.3306281544
918	0.3305189887
919	0.3304884505
920	0.3303955704
921	0.3303070644
922	0.3301797169
923	0.330123433
924	0.3300552036
925	0.3300048307
926	0.3299172051
927	0.3298990473
928	0.329747295
929	0.3296661077
930	0.3295617841
931	0.3295230748
932	0.329468359
933	0.3293766635
934	0.3292974033
935	0.3292395458
936	0.3292112393
937	0.3291630112
938	0.3290698559
939	0.3290209136
940	0.3289781571
941	0.3289029944
942	0.3288424956
943	0.3287860137
944	0.3287349516
945	0.3286478765
946	0.3285719951
947	0.3284484961
948	0.3283961958
949	0.3283659329
950	0.3282769869
951	0.3281770377
952	0.3281168403
953	0.3280428277
954	0.327979329
955	0.3279584198
956	0.3278896981
957	0.3278044649
958	0.3277566218
959	0.3276538407
960	0.327555623
961	0.3275148229
962	0.3274402122
963	0.3273415563
964	0.3272846324
965	0.3272527998
966	0.3271708418
967	0.3270856388
968	0.327012292
969	0.3269079104
970	0.3268214128
971	0.3267564315
972	0.3266973634
973	0.326602284
974	0.3265309471
975	0.3264420562
976	0.3264106651
977	0.3263077604
978	0.3262094639
979	0.3261273393
980	0.3260438613
981	0.3259972011
982	0.3259345203
983	0.3259036244
984	0.3258593579
985	0.3257784194
986	0.3256962021
987	0.3256019464
988	0.325555974
989	0.3254772007
990	0.3253935659
991	0.3253204669
992	0.3252524865
993	0.3252387581
994	0.3251931418
995	0.3251410343
996	0.3250584709
997	0.3250271886
998	0.3249741731
999	0.3249217419
	0.328470903
47
06
